state,district,ac_number,ac_name,part_number,roll_type,record_type,file_url,format,scriptable,live_status,live_http_status,live_content_type,last_updated
Andaman and Nicobar Islands,Andaman,,,5,Final Roll,main_roll,https://ceoandaman.nic.in/election/E-ROLL-2002/AllPdf/5.pdf,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2002-01-31 (final publication date per document)
Andaman and Nicobar Islands,Andaman,,,56,Final Roll,main_roll,https://ceoandaman.nic.in/election/E-ROLL-2002/AllPdf/56.pdf,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2002-01-31 (final publication date per document)
Andaman and Nicobar Islands,Nicobar,,,342,Final Roll,main_roll,https://ceoandaman.nic.in/election/E-ROLL-2002/AllPdf/342.pdf,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2002-01-31 (final publication date per document)
Andaman and Nicobar Islands,Nicobar,,,354,Final Roll,main_roll,https://ceoandaman.nic.in/election/E-ROLL-2002/AllPdf/354.pdf,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2002-01-31 (final publication date per document)
Andaman and Nicobar Islands,Nicobar,,,356,Final Roll,main_roll,https://ceoandaman.nic.in/election/E-ROLL-2002/AllPdf/356.pdf,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2002-01-31 (final publication date per document)
Andaman and Nicobar Islands,Nicobar,,,357,Final Roll,main_roll,https://ceoandaman.nic.in/election/E-ROLL-2002/AllPdf/357.pdf,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2002-01-31 (final publication date per document)
Andaman and Nicobar Islands,Nicobar,,,359,Final Roll,main_roll,https://ceoandaman.nic.in/election/E-ROLL-2002/AllPdf/359.pdf,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2002-01-31 (final publication date per document)
Andaman and Nicobar Islands,Nicobar,,,361,Final Roll,main_roll,https://ceoandaman.nic.in/election/E-ROLL-2002/AllPdf/361.pdf,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2002-01-31 (final publication date per document)
Andhra Pradesh,,,,,Final Roll (SSR 2024) - ECI portal,main_roll,https://voters.eci.gov.in/download-eroll?stateCode=S01,ECI portal (CAPTCHA-gated),N,gated_or_listing,,,
Andhra Pradesh,,001,,129,Final Roll,main_roll,https://ceoandhra.nic.in/ERolls/PDF/English/A001/A0010129.PDF,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2007
Andhra Pradesh,,001,,133,Final Roll,main_roll,https://ceoandhra.nic.in/ERolls/PDF/English/A001/A0010133.PDF,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2007
Andhra Pradesh,,003,,141,Final Roll,main_roll,https://ceoandhra.nic.in/ERolls/PDF/English/A003/A0030141.PDF,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2007
Andhra Pradesh,,004,,63,Supplement,supplement,https://ceoandhra.nic.in/ERolls/PDF/English/A004/A0040063.PDF,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2007
Andhra Pradesh,,008,,29,Final Roll,main_roll,https://ceoandhra.nic.in/ERolls/PDF/English/A008/A0080029.PDF,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2007
Andhra Pradesh,,175,,,Aggregate statistics (Final SSR 2025 elector counts),statistics,https://ceoandhra.nic.in/ceoap_new/ceo/SSR_2024/Final-SSR-2025 Electors.pdf,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2025-01-06
Andhra Pradesh,Srikakulam,002,Sompeta,10,Final Roll,main_roll,https://ceoandhra.nic.in/ERolls/PDF/English/A002/A0020010.PDF,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2007
Andhra Pradesh,Srikakulam,007,Kothuru (ST),86,Final Roll,main_roll,https://ceoandhra.nic.in/ERolls/PDF/English/A007/A0070086.PDF,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2007
Andhra Pradesh,Vizianagaram,009,Parvathipuram,19,Final Roll,main_roll,https://ceoandhra.nic.in/ERolls/PDF/English/A009/A0090019.PDF,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2007
Andhra Pradesh,Vizianagaram,009,Parvathipuram,60,Final Roll,main_roll,https://ceoandhra.nic.in/ERolls/PDF/English/A009/A0090060.PDF,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2007
Andhra Pradesh,Vizianagaram,009,Parvathipuram,73,Final Roll,main_roll,https://ceoandhra.nic.in/ERolls/PDF/English/A009/A0090073.PDF,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2007
Andhra Pradesh,Vizianagaram,010,Saluru (ST),121,Final Roll,main_roll,https://ceoandhra.nic.in/ERolls/PDF/English/A010/A0100121.PDF,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2007
Andhra Pradesh,Vizianagaram,010,Saluru (ST),21,Final Roll,main_roll,https://ceoandhra.nic.in/ERolls/PDF/English/A010/A0100021.PDF,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2007
Andhra Pradesh,Vizianagaram,010,Saluru (ST),79,Final Roll,main_roll,https://ceoandhra.nic.in/ERolls/PDF/English/A010/A0100079.PDF,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2007
Andhra Pradesh,Vizianagaram,011,Bobbili,10,Final Roll,main_roll,https://ceoandhra.nic.in/ERolls/PDF/English/A011/A0110010.PDF,PDF text-searchable,Y,not_reachable_from_sandbox,000,,2007
Arunachal Pradesh,,13,ITANAGAR,9,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC013/A0130009.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,,16,YACHULI,19,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC016/A0160019.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,,16,YACHULI,39,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC016/A0160039.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,,2,TAWANG,18,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC002/A0020018.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,,23,TALIHA,2,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC023/A0230002.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,,24,DAPORIJO,35,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC024/A0240035.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,,28,LIKABALI,32,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC028/A0280032.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,,47,NAMSAI,13,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC047/A0470013.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,,53,CHANGLANG NORTH,24,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC053/A0530024.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,,60,PONGCHAO WAKKA,9,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC060/A0600009.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,,7,BOMDILA,30,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC007/A0070030.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,ANJAW,45,HAYULIANG,24,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC045/A0450024.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,CHANGLANG,49,BORDUMSA - DIYUM,13,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC049/A0490013.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,EAST KAMENG,9,CHAYANG TAJO,3,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC009/A0090003.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,PAPUM PARE,13,ITANAGAR,33,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC013/A0130033.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,PAPUM PARE,14,DOIMUKH,31,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC014/A0140031.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,UPPER SUBANSIRI,24,DAPORIJO,40,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC024/A0240040.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Arunachal Pradesh,WEST SIANG,30,ALONG WEST,12,Intensive Revision 2006 (mother roll + supplement of additions/deletions/corrections),supplement,https://ceoarunachal.nic.in/archiverolls/EROLL2006/AC030/A0300012.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
Bihar,,,,,Supplement,supplement,http://ceoelection.bihar.gov.in/PDF/Year_2025/Format1-8/Format_4B.pdf,PDF (text-searchable),Y,verified_live,206,application/pdf,30.09.2025 (proposed final roll; qualifying date 01.07.2025)
Bihar,,,,,Supplement,supplement,http://ceoelection.bihar.gov.in/PDF/Year_2025/Format1-8/Format_1B.pdf,PDF (text-searchable),Y,verified_live,206,application/pdf,30.09.2025 (proposed final roll; qualifying date 01.07.2025)
Bihar,,,,,Supplement,supplement,http://ceoelection.bihar.gov.in/PDF/Year_2025/Format1-8/Format_5B.pdf,PDF (text-searchable),Y,verified_live,206,application/pdf,30.09.2025 (proposed final roll; qualifying date 01.07.2025)
Bihar,,,,,Supplement,supplement,http://ceoelection.bihar.gov.in/PDF/Year_2025/Format1-8/Format_5C.pdf,PDF (text-searchable),Y,verified_live,206,application/pdf,30.09.2025 (proposed final roll; qualifying date 01.07.2025)
Bihar,,,,,Supplement,supplement,http://ceoelection.bihar.gov.in/PDF/Year_2025/Format1-8/Format_7.pdf,PDF (text-searchable),Y,verified_live,206,application/pdf,30.09.2025 (proposed final roll; qualifying date 01.07.2025)
Bihar,,,,,Supplement,supplement,http://ceoelection.bihar.gov.in/PDF/Format_1_to_8_2023/Format_4B_2023.pdf,PDF (text-searchable),Y,verified_live,206,application/pdf,01.01.2023 (qualifying date; proposed final roll)
Bihar,,,,,Supplement,supplement,http://ceoelection.bihar.gov.in/PDF/Format_1_to_8_2023/Format_3B_2023.pdf,PDF (text-searchable),Y,verified_live,206,application/pdf,01.01.2023 (qualifying date; proposed final roll)
Bihar,,,,,Supplement,supplement,http://ceoelection.bihar.gov.in/PDF/Format_1_to_8_2023/Format_6_2023.pdf,PDF (text-searchable),Y,verified_live,206,application/pdf,01.01.2023 (qualifying date; proposed final roll)
Bihar,,,,,Supplement,supplement,http://ceoelection.bihar.gov.in/PDF/Format_1_to_8_2023/Format_7_2023.pdf,PDF (text-searchable),Y,verified_live,206,application/pdf,01.01.2023 (qualifying date; draft/final roll)
Chandigarh,Chandigarh,,Chandigarh,,Final Roll,listing_page,https://ceochandigarh.gov.in/en/list-of-polling-stations,webpage table,N,gated_or_listing,,,
Chandigarh,Chandigarh,,Chandigarh,,Final Roll,listing_page,https://ceochandigarh.gov.in/pages/list_of_polling_stations,webpage table,N,gated_or_listing,,,
Chandigarh,Chandigarh,,Chandigarh,,SIR Draft Roll,listing_page,https://voters.eci.gov.in/download-eroll,webpage table,N,gated_or_listing,,,
Dadra and Nagar Haveli and Daman and Diu,,1,Daman & Diu (Parliamentary Constituency),,Final Roll,main_roll,https://ceodaman.nic.in/Final PER/Final  PHOTO ELECTORAL ROLL- 2015/IndexPage.pdf,"PDF text-searchable (index/summary, 18 pages, lists all 135 parts)",Y,not_reachable_from_sandbox,000,,2015-01-05
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,1,Dadra and Nagar Haveli (Parliamentary Constituency),,Supplement,claims_objections,"https://ceodaman.nic.in/Form%209,10,11%20and%2011A%20For%20Displaying%20list%20of%20claims%20and%20objections/pdf/English/Form%209%20DNH.PDF","PDF (Form 9 claims list, SSR-23, claims dated Nov 2022)",Y,not_reachable_from_sandbox,000,,2022-11
Dadra and Nagar Haveli and Daman and Diu,Daman,1,Daman & Diu (Parliamentary Constituency),38,Final Roll,main_roll,https://ceodaman.nic.in/IRER2002/DMN/E38.pdf,PDF scanned image (OCR text extractable),Y,not_reachable_from_sandbox,000,,2002-01-31
Dadra and Nagar Haveli and Daman and Diu,Daman,1,Daman & Diu (Parliamentary Constituency),40,Final Roll,main_roll,https://ceodaman.nic.in/IRER2002/DMN/E40.pdf,PDF scanned image (OCR text extractable),Y,not_reachable_from_sandbox,000,,2002-01-31
Dadra and Nagar Haveli and Daman and Diu,Daman,1,Daman & Diu (Parliamentary Constituency),48,Final Roll,main_roll,https://ceodaman.nic.in/IRER2002/DMN/E48.pdf,PDF scanned image (OCR text extractable),Y,not_reachable_from_sandbox,000,,2002-01-31
Dadra and Nagar Haveli and Daman and Diu,Daman,1,Daman & Diu (Parliamentary Constituency),52,Final Roll,main_roll,https://ceodaman.nic.in/IRER2002/DMN/E52.pdf,PDF scanned image (OCR text extractable),Y,not_reachable_from_sandbox,000,,2002-01-31
Dadra and Nagar Haveli and Daman and Diu,Daman,1,Daman & Diu (Parliamentary Constituency),7,Final Roll,main_roll,https://ceodaman.nic.in/IRER2002/DMN/E7.pdf,PDF scanned image (OCR text extractable),Y,not_reachable_from_sandbox,000,,2002-01-31
Dadra and Nagar Haveli and Daman and Diu,Diu,1,Daman & Diu (Parliamentary Constituency),,Supplement,claims_objections,https://ceodaman.nic.in/2018/24092018-form11A.pdf,PDF (Form 11A transposition applications list),Y,not_reachable_from_sandbox,000,,2018-09-24
Dadra and Nagar Haveli and Daman and Diu,Diu,1,Daman & Diu (Parliamentary Constituency),66,Final Roll,main_roll,https://ceodaman.nic.in/IRER2002/DMN/E66.pdf,PDF scanned image (OCR text extractable),Y,not_reachable_from_sandbox,000,,2002-01-31
Dadra and Nagar Haveli and Daman and Diu,Diu,1,Daman & Diu (Parliamentary Constituency),68,Final Roll,main_roll,https://ceodaman.nic.in/IRER2002/DMN/E68.pdf,PDF scanned image (OCR text extractable),Y,not_reachable_from_sandbox,000,,2002-01-31
Dadra and Nagar Haveli and Daman and Diu,Diu,1,Daman & Diu (Parliamentary Constituency),70,Final Roll,main_roll,https://ceodaman.nic.in/IRER2002/DMN/E70.pdf,PDF scanned image (OCR text extractable),Y,not_reachable_from_sandbox,000,,2002-01-31
Dadra and Nagar Haveli and Daman and Diu,Diu,1,Daman & Diu (Parliamentary Constituency),71,Final Roll,main_roll,https://ceodaman.nic.in/IRER2002/DMN/E71.pdf,PDF scanned image (OCR text extractable),Y,not_reachable_from_sandbox,000,,2002-01-31
Dadra and Nagar Haveli and Daman and Diu,Diu,1,Daman & Diu (Parliamentary Constituency),79,Final Roll,main_roll,https://ceodaman.nic.in/IRER2002/DMN/E79.pdf,PDF scanned image (OCR text extractable),Y,not_reachable_from_sandbox,000,,2002-01-31
Dadra and Nagar Haveli and Daman and Diu,Diu,1,Daman & Diu (Parliamentary Constituency),81,Final Roll,main_roll,https://ceodaman.nic.in/IRER2002/DMN/E81.pdf,PDF scanned image (OCR text extractable),Y,not_reachable_from_sandbox,000,,2002-01-31
Dadra and Nagar Haveli and Daman and Diu,Diu,1,Daman & Diu (Parliamentary Constituency),82,Final Roll,main_roll,https://ceodaman.nic.in/IRER2002/DMN/E82.pdf,PDF scanned image (OCR text extractable),Y,not_reachable_from_sandbox,000,,2002-01-31
Delhi,,19,SHALIMAR BAGH,59,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=+tKA3vv7qKFgYLqM0FzaRh6SmptsWmDhilW6rqQP+Uw=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,20,BADLI,186,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=7vZ/xHV/kzbzQrUUK54V72MP6NTUzYkMnXen7XmyrYw=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,20,BADLI,39,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=7vZ/xHV/kzbzQrUUK54V77LeqiswgkZrktNC/PmHu50=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,24,MANGOLPURI (SC),43,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=Jn9nLlWDWEAigTyAGLvPYgxh+H4vfBBjNpEydSW0FWg=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,25,NANGLOI JAT,18,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=s/pu1p8Ua7tNqhN5MIi7zw68AyP9PuQ8oLFoR/T5nts=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,26,,,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=50AnnT7lYJ76S5+//DHD/dVGL0MmN8cQ0vTpAQ158TE=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,29,NASIRPUR,82,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=W4PqPL3Lb8ZBwEXtIUFwRptt5ikkGk1mzpZEmuSv0mc=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,3,MINTO ROAD,117,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=xpd3xjQGdi1Tq5UpY5ovjwRVFOpod/SqZlyTOFItGG4=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,33,SAKET,107,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=URk2upObkq2PC3NRgNd9A4Z38QLyGs4vpLmrEuY3854=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,33,SAKET,38,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=URk2upObkq2PC3NRgNd9A+bKvRlMoiqASoS5RReQjGc=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,36,BADARPUR,60,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=T9gt20CRNcIzkRv/v+Sf9iT7XrjN5n6J0nQeEUcI7GA=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,4,KASTURBA NAGAR,115,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=JeOnI+kZfEZy3qqUExD9H3eC1qFvR44o5vM6cBH/YoA=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,58,,,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=9NPl8BDeJ+M+rDJdenGUmJJml+XUuMuAOQp6SALrSTo=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,6,OKHLA,80,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=nr4KI0XGzD285syW/EieS6v2LAdbReuIVxctqUtoG1k=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,66,PATEL NAGAR,10,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=Hv8o/KLJvsgz27iLl9CDeRIkfZkF3VvT6nfxKYmZEzE=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,8,,,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=9YlkFbWJddJYNxIvdVFFqNQUsj9C+IgI11I1h9ZQTUw=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,8,,,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=9YlkFbWJddJYNxIvdVFFqLMO7XZMG/vHxl2sdQEn8B4=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Delhi,,8,,,Final Roll,main_roll,https://ceodelhinet.nic.in/ceodelhiweb/validateUser_2002BK.aspx?id=9YlkFbWJddJYNxIvdVFFqAooboyM4AC/JedPMBi9DRU=,PDF (text-searchable),Y,verified_live,200,application/pdf,
Goa,,,,,Voter Count Summary (AC-wise Service Voter Count),statistics,https://ceogoa.nic.in/PDF/EROLL/VOTERCOUNT/2026/SVC/ACWise2026.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,2026-02-21
Goa,North Goa,13,ST. CRUZ,,"Voter Count Summary (Gender Wise Count, all parts)",statistics,https://ceogoa.nic.in/PDF/EROLL/VOTERCOUNT/2026/AC13.pdf,PDF text-searchable,Y,verified_live,206,application/pdf,
